question_id,question_bank_id,expert_difficulty,expert_score_band,section,parent_topic,child_topic,question_text,correct_answer,option_a,option_b,option_c,option_d
1386,e818241b,Hard,6,Reading & Writing,Craft and Structure,Text Structure and Purpose,"Astronomers are confident that the star Betelgeuse will eventually consume all the helium in its core and explode in a supernova. They are much less confident, however, about when this will happen, since that depends on internal characteristics of Betelgeuse that are largely unknown. Astrophysicist Sarafina El-Badry Nance and colleagues recently investigated whether acoustic waves in the star could be used to determine internal stellar states but concluded that this method could not sufficiently reveal Betelgeuse’s internal characteristics to allow its evolutionary state to be firmly fixed. Which choice best describes the function of the second sentence in the overall structure of the text?",,It describes a serious limitation of the method used by Nance and colleagues.,It presents the central finding reported by Nance and colleagues.,It identifies the problem that Nance and colleagues attempted to solve but did not.,It explains how the work of Nance and colleagues was received by others in the field.
12443,908a76b8,Hard,6,Reading & Writing,Standard English Conventions,"Form, Structure, and Sense","When a given industry—water and electricity are two well-known examples—carries high infrastructural start-up costs and other barriers that discourage competition, ______ blank of just one or two suppliers per municipality. Such industries are known as natural monopolies. Which choice completes the text so that it conforms to the conventions of Standard English?",,these often consist,they often consist,it often consists,this often consists
12642,707461d8,Hard,7,Reading & Writing,Standard English Conventions,Boundaries,"In 2021 , Mexican biologist Martha Lydia Macías-Rubalcava led a review of the scientific literature related to endophytic fungi ( i.e. , fungi that live inside a host ______ blank researching 120 endophytic fungi–produced compounds, she found that their phytotoxicity can make them viable alternatives to chemical herbicides for controlling weeds. Which choice completes the text so that it conforms to the conventions of Standard English?",,plant) . By,"plant) , by",plant) and by,plant) by
12360,d5ad34f0,Hard,7,Reading & Writing,Craft and Structure,Words in Context,"The results of randomized clinical trials testing the efficacy of common medical interventions sometimes fail to ______ blank conclusions that practitioners reach based on their real-world observations of patients. While there are several possible reasons for this, one is that practitioners may overlook confounding variables that account for the results they attribute to the interventions in question. Which choice completes the text with the most logical and precise word or phrase?",,circumvent,corroborate,disseminate,implement
12645,6c086e70,Hard,6,Reading & Writing,Craft and Structure,Words in Context,"Businesses typically try to promote themselves, but research by Michael Luca, Abhishek Nagaraj, and Gauri Subramani suggests that some do not ______ blank their marketing. The researchers studied restaurants in Texas and found that those listed on a popular review website (which can be done at no cost) had revenue increases of 5 percent on average, but 33 percent of restaurants studied never listed on the site. Which choice completes the text with the most logical and precise word or phrase?",,adorn,optimize,endorse,counteract
1628,00221c00,Hard,6,Reading & Writing,Expression of Ideas,Transitions,"In 1815, while in exile in Jamaica, Venezuelan revolutionary Simón Bolívar penned a letter praising England’s republican government and expressing hope that Latin American nations seeking independence from Spain might achieve something similar. The letter was addressed to a local merchant, Henry Cullen; ______ blank though, Bolívar’s goal was to persuade political leaders from England and Europe to support his cause. Which choice completes the text with the most logical transition?",,"additionally,","ultimately,","accordingly,","consequently,"
12362,6c9f1727,Hard,7,Reading & Writing,Craft and Structure,Words in Context,"One popular theory of the origin of the Moon, the “big whack,” posits that a protoplanet called Theia collided with Earth, flinging debris into orbit that eventually coalesced into the Moon. Until recently, Theia was ______ blank , but researcher Qian Yuan and colleagues now claim to have identified pieces of the protoplanet in the lowermost section of Earth’s mantle. Which choice completes the text with the most logical and precise word or phrase?",,desultory,spurious,veritable,notional
1630,16631d34,Hard,7,Reading & Writing,Expression of Ideas,Rhetorical Synthesis,"While researching a topic, a student has taken the following notes: The Million Song Dataset (MSD) includes main audio features and descriptive tags for popular songs. Audio features include acoustic traits such as loudness and pitch intervals. Many algorithms use these audio features to predict a new song’s popularity. These algorithms may fail to accurately identify main audio features of a song with varying acoustic traits. Algorithms based on descriptive tags that describe fixed traits such as genre are more reliable predictors of song popularity. The student wants to explain a disadvantage of relying on audio features to predict a song’s popularity. Which choice most effectively uses relevant information from the notes to accomplish this goal?",,"Many popularity-predicting algorithms are based on a song’s audio features, such as loudness and pitch intervals.","Algorithms based on audio features may misidentify the main features of a song with varying acoustic traits, making such algorithms less reliable predictors of popularity than those based on fixed traits.","Audio features describe acoustic traits such as pitch intervals, which may vary within a song, whereas descriptive tags describe fixed traits such as genre, which are reliable predictors of popularity.","The MSD’s descriptive tags are reliable predictors of a song’s popularity, as the traits they describe are fixed."
12647,040583a5,Hard,6,Reading & Writing,Information and Ideas,Command of Evidence,"12 11 10 9 8 7 6 5 4 3 2 1 0 Time (days) 14°C 16°C 18°C 20°C Banana Ripening Time at Different Temperatures with and without Ethylene Treatment Temperature (degrees Celsius) ethylene no ethylene For each data category, the following bars are shown: ethylene no ethylene All data are approximate. The Time data for the 4 categories are as follows: 14 degrees Celsius: ethylene: 8 days no ethylene: 11 days 16 degrees Celsius: ethylene: 6 days no ethylene: 9.5 days 18 degrees Celsius: ethylene: 5.5 days no ethylene: 8.5 days 20 degrees Celsius: ethylene: 4 days no ethylene: 5.5 days A student is conducting an experiment to test the effect of temperature and ethylene treatment on the ripening speed of bananas. The student treated some bananas with ethylene while leaving others untreated, then allowed both types of bananas to ripen at one of four different temperatures. Comparing the data for bananas with and without ethylene, the student concluded that ______ blank Which choice most effectively uses data from the graph to complete the student’s conclusion?",,20°C is the ideal temperature at which to store bananas to slow ripening time.,"for those bananas that were not treated with ethylene, differences in temperature were not associated with absolute differences in ripening time.",bananas treated with ethylene ripen faster at 14°C and 16°C than at 18°C and 20°C.,"ethylene was associated with a greater absolute change in ripening time at 14°C, 16°C, and 18°C than at 20°C."
12067,13fcf575,Hard,7,Reading & Writing,Standard English Conventions,Boundaries,"Roughly 300 nights a year, when the cold air descending from the Andes Mountains meets the warm air rising from Venezuela’s coastal Lake Maracaibo, the result is a spectacular lightning storm, its strikes so bright, so localized, and so ______ blank that it has become known as “Maracaibo’s Lighthouse.” Which choice completes the text so that it conforms to the conventions of Standard English?",,dependable:,dependable;,dependable,"dependable,"
1097,7a1877be,Hard,6,Reading & Writing,Information and Ideas,Command of Evidence,"Nucleobase Concentrations from Murchison Meteorite and Soil Samples in Parts per Billion Nucleobase Murchison meteorite sample 1 Murchison meteorite sample 2 Murchison soil sample Isoguanine 0.5 0.04 not detected Purine 0.2 0.02 not detected Xanthine 39 3 1 Adenine 15 1 40 Hypoxanthine 24 1 2 Employing high-performance liquid chromatography—a process that uses pressurized water to separate material into its component molecules—astrochemist Yashiro Oba and colleagues analyzed two samples of the Murchison meteorite that landed in Australia as well as soil from the landing zone of the meteorite to determine the concentrations of various organic molecules. By comparing the relative concentrations of types of molecules known as nucleobases in the Murchison meteorite with those in the soil, the team concluded that there is evidence that the nucleobases in the Murchison meteorite formed in space and are not the result of contamination on Earth. Which choice best describes data from the table that support the team’s conclusion?",,Isoguanine and purine were detected in both meteorite samples but not in the soil sample.,Adenine and xanthine were detected in both of the meteorite samples and in the soil sample.,Hypoxanthine and purine were detected in both the Murchison meteorite sample 2 and in the soil sample.,Isoguanine and hypoxanthine were detected in the Murchison meteorite sample 1 but not in sample 2.
12068,940ff6f7,Hard,7,Reading & Writing,Standard English Conventions,Boundaries,"Jamaican British artist Willard Wigan is known for his remarkable ______ blank so small that they are best viewed through a microscope, Wigan’s sculptures are made from tiny natural materials, such as spiderweb strands. Which choice completes the text so that it conforms to the conventions of Standard English?",,microsculptures creations,"microsculptures, creations",microsculptures. Creations,microsculptures and creations
12648,4c335aea,Hard,7,Reading & Writing,Standard English Conventions,"Form, Structure, and Sense","In a recent analysis of lyrical trends in 350,000 songs, researchers cite increases in certain measures, such as the ratio of choruses to verses, as evidence music lyrics are becoming more repetitive. For instance, from 1970 to 2020 , ______ blank chorus-to-verse ratios trended similarly, with each genre’s data indicating that relative to the number of unique verses, the number of repeated choruses in songs increased. Which choice completes the text so that it conforms to the conventions of Standard English?",,rocks and raps,rock’s and rap’s,rocks and rap’s,rock and rap’s
1391,93665100,Hard,7,Reading & Writing,Craft and Structure,Words in Context,"Seminole/Muscogee director Sterlin Harjo ______ blank television’s tendency to situate Native characters in the distant past: this rejection is evident in his series Reservation Dogs , which revolves around teenagers who dress in contemporary styles and whose dialogue is laced with current slang. Which choice completes the text with the most logical and precise word or phrase?",,repudiates,proclaims,foretells,recants
12653,8b017d4e,Hard,7,Reading & Writing,Standard English Conventions,"Form, Structure, and Sense","Supported by biochemical analyses of over 2,000 skeletons from the Middle Ages, ______ blank Which choice completes the text so that it conforms to the conventions of Standard English?",,"vegetables and grains were, a 2022 study found, the primary components of early medieval rulers’ diets.","early medieval rulers’ diets were found, in a 2022 study, to have primarily consisted of vegetables and grains.","the primary components of early medieval rulers’ diets were vegetables and grains, according to a 2022 study.",findings from a 2022 study suggested that vegetables and grains were the primary components of early medieval rulers’ diets.
1100,a68fd3e7,Hard,6,Reading & Writing,Information and Ideas,Inferences,"Many of William Shakespeare’s tragedies address broad themes that still appeal to today’s audiences. For instance, Romeo and Juliet , which is set in the Italy of Shakespeare’s time, tackles the themes of parents versus children and love versus hate, and the play continues to be read and produced widely around the world. But understanding Shakespeare’s so-called history plays can require a knowledge of several centuries of English history. Consequently, ______ blank Which choice most logically completes the text?",,many theatergoers and readers today are likely to find Shakespeare’s history plays less engaging than the tragedies.,some of Shakespeare’s tragedies are more relevant to today’s audiences than twentieth-century plays.,Romeo and Juliet is the most thematically accessible of all Shakespeare’s tragedies.,experts in English history tend to prefer Shakespeare’s history plays to his other works.
11816,bc7b1a04,Hard,6,Reading & Writing,Information and Ideas,Command of Evidence,"Three Studies' Estimated Average Velocity of LMC Researchers Study year Estimated average velocity Murai and Fujimoto 1980 344 km/s Kallivayalil and colleagues 2006 378 km/s Gardiner and colleagues 1994 297 km/s In 2006, Nitya Kallivayalil and colleagues calculated the most accurate estimate yet of the average velocity (in kilometers per second) of the Large Magellanic Cloud (LMC) galaxy. Before the 2006 study, estimates of the average velocity were low enough for the LMC to maintain an orbit around the Milky Way galaxy, but according to an analysis by Gurtina Besla and colleagues, the estimated velocity from the 2006 study is too high for the LMC to maintain such an orbit. Therefore, if Besla and colleagues are correct, the maximum average velocity for the LMC that would allow it to maintain orbit around the Milky Way is likely ______ blank Which choice most effectively uses data from the table to complete the statement?",,above 344 km/s but below 378 km/s.,above 297 km/s but below 344 km/s.,above 378 km/s.,below 297 km/s.
1102,3d91c973,Hard,6,Reading & Writing,Information and Ideas,Command of Evidence,"Mosasaurs were large marine reptiles that lived in the Late Cretaceous period, approximately 100 million to 66 million years ago. Celina Suarez, Alberto Pérez-Huerta, and T. Lynn Harrell Jr. examined oxygen-18 isotopes in mosasaur tooth enamel in order to calculate likely mosasaur body temperatures and determined that mosasaurs were endothermic—that is, they used internal metabolic processes to maintain a stable body temperature in a variety of ambient temperatures. Suarez, Pérez-Huerta, and Harrell claim that endothermy would have enabled mosasaurs to include relatively cold polar waters in their range. Which finding, if true, would most directly support Suarez, Pérez-Huerta, and Harrell’s claim?",,Mosasaurs’ likely body temperatures are easier to determine from tooth enamel oxygen-18 isotope data than the body temperatures of nonendothermic Late Cretaceous marine reptiles are.,"Fossils of both mosasaurs and nonendothermic marine reptiles have been found in roughly equal numbers in regions known to be near the poles during the Late Cretaceous, though in lower concentrations than elsewhere.","Several mosasaur fossils have been found in regions known to be near the poles during the Late Cretaceous, while relatively few fossils of nonendothermic marine reptiles have been found in those locations.","During the Late Cretaceous, seawater temperatures were likely higher throughout mosasaurs’ range, including near the poles, than seawater temperatures at those same latitudes are today."
